cod_elec,type_elec,date_elec,id_candidacies,abbrev_candidacies,name_candidacies,cod_candidacies_prov,cod_candidacies_ccaa,cod_candidacies_nat
02,congress,2019-11-10,000038,I.FEM,INICIATIVA FEMINISTA,000038,000038,000038
02,congress,2019-11-10,000039,IZAR,IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA,000039,000039,000039
02,congress,2019-11-10,000040,IZQP,IZQUIERDA EN POSITIVO,000040,000040,000040
02,congress,2019-11-10,000041,JXCAT-JUNTS,JUNTS PER CATALUNYA-JUNTS,000041,000041,000041
02,congress,2019-11-10,000042,MAS,MOVIMIENTO ARAGONES SOCIAL,000042,000042,000042
02,congress,2019-11-10,000043,MÁS PAÍS,MÁS PAÍS,000043,000043,000043
02,congress,2019-11-10,000044,MÁS PAÍS-AN,MÁS PAÍS-ANDALUCÍA,000044,000044,000046
02,congress,2019-11-10,000045,MÁS PAÍS-CA,MÁS PAÍS-CANDIDATURA ECOLOGISTA,000045,000045,000046
02,congress,2019-11-10,000046,MÁS PAÍS-EQ,MÁS PAÍS-EQUO,000046,000046,000046
02,congress,2019-11-10,000047,MDYC,MOVIMIENTO POR LA DIGNIDAD Y LA CIUDADANÍA DE CEUT,000047,000047,000047
02,congress,2019-11-10,000048,MÉS COMPROM,MÉS COMPROMÍS,000048,000048,000048
02,congress,2019-11-10,000049,MÉS-ESQUERR,MÉS ESQUERRA,000049,000049,000049
02,congress,2019-11-10,000050,M PAÍS,MÁS PAÍS,000050,000050,000043
02,congress,2019-11-10,000051,M PAÍS-CHA-,MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO,000051,000051,000051
02,congress,2019-11-10,000053,NA+,NAVARRA SUMA,000053,000053,000053
02,congress,2019-11-10,000054,NC-CCA-PNC,NUEVA CANARIAS-COALICIÓN CANARIA,000054,000013,000013
